Client_Id,Job,Marital_Status,Qualifications,Age,Country,Name,Gender
44423008,housemaid,married,university.degree,34,Spain,Houghton,Male
45383974,services,married,basic.9y,41,France,Martin,Female
45938685,services,married,basic.9y,41,France,Tan,Female
38419337,admin.,married,basic.9y,36,France,Hsia,Female
44378528,services,single,university.degree,32,France,Westerberg,Female
44422776,services,married,high.school,31,Germany,Hale,Male
44422236,admin.,married,professional.course,38,France,Kryukova,Female
45885539,blue-collar,divorced,university.degree,35,France,Sopuluchukwu,Male
45534546,technician,married,professional.course,53,Germany,Barry,Male
45534532,services,married,basic.6y,51,France,Selezneva,Female
45534516,blue-collar,married,university.degree,56,Spain,Chizuoke,Male
46038557,services,married,basic.9y,33,France,Lueck,Male
45977229,blue-collar,married,basic.9y,33,France,Udinese,Male
44421849,housemaid,divorced,high.school,51,Spain,Udobata,Male
44421617,blue-collar,married,high.school,39,Spain,Freeman,Female
44421386,retired,married,university.degree,45,France,Outlaw,Male
44718958,blue-collar,single,university.degree,40,Germany,Obiuto,Male
45991032,blue-collar,single,unknown,60,Germany,Lo,Female
44421154,blue-collar,married,university.degree,33,France,Okechukwu,Male
44420922,management,married,high.school,47,Spain,King,Female
45964450,unemployed,married,basic.4y,48,Germany,Forbes,Female
45964416,blue-collar,married,high.school,43,Germany,Macleod,Female
45964408,retired,married,university.degree,37,Spain,Gibbs,Male
45964216,technician,married,basic.9y,50,France,Isayev,Male
44420304,admin.,married,high.school,59,France,Pisano,Female
44420149,technician,married,unknown,32,Spain,Belstead,Male
44420072,technician,single,basic.4y,42,France,Vassiliev,Female
45926575,self-employed,married,basic.4y,52,Germany,Schneider,Male
45926568,technician,married,unknown,42,France,Mazzanti,Male
45926561,unknown,married,unknown,42,France,Knipe,Male
45881113,admin.,married,basic.9y,40,France,Macartney,Female
45880493,technician,married,basic.9y,38,France,Madukwe,Male
44419763,blue-collar,married,basic.6y,39,Spain,Watts,Male
44419531,management,married,basic.6y,39,Germany,Humphreys,Male
45877931,job,married,high.school,38,France,Wu,Male
45877178,housemaid,single,unknown,47,France,Chin,Female
45860148,services,single,high.school,30,France,Chesnokova,Male
45860138,services,divorced,high.school,38,France,Kung,Male
45860053,admin.,divorced,university.degree,39,Germany,Lu,Female
45859953,services,married,high.school,44,France,Nkemakolam,Male
45773068,services,married,high.school,36,Spain,Walton,Female
45773051,admin.,married,high.school,41,Spain,Brookes,Female
45772994,blue-collar,married,basic.6y,41,France,Baldwin,Male
45772977,technician,married,basic.9y,35,Spain,Mai,Male
45772956,services,married,high.school,41,France,Shih,Female
45772940,blue-collar,married,high.school,36,France,He,Male
45758639,services,single,high.school,35,Germany,Fiorentini,Male
45670129,blue-collar,single,basic.4y,33,Spain,Lucciano,Male
45501584,housemaid,single,basic.6y,38,Germany,Ferreira,Female
45501566,blue-collar,married,university.degree,33,Germany,Ukaegbunam,Female
45501542,retired,married,unknown,55,France,De Luca,Male
45263815,blue-collar,single,basic.9y,36,France,Milne,Male
45249846,blue-collar,married,professional.course,57,France,Davide,Female
44853480,blue-collar,single,university.degree,32,Spain,Kodilinyechukwu,Male
44419454,management,single,high.school,30,France,Little,Female
44119605,unemployed,married,professional.course,43,Spain,Burns,Female
44537647,blue-collar,married,university.degree,46,France,Paterson,Male
45786737,retired,divorced,high.school,35,Germany,Han,Female
42680468,technician,single,university.degree,34,France,Kryukova,Male
36881961,admin.,married,basic.4y,50,France,Ijendu,Male
44419068,technician,single,university.degree,39,Germany,Reichard,Female
45321386,technician,married,basic.9y,39,Germany,Day,Male
44418681,self-employed,married,basic.6y,42,Spain,Price,Female
45812570,technician,married,university.degree,57,France,Bruce,Male
12134429,unknown,married,basic.4y,45,Germany,Sumrall,Male
45930690,admin.,married,basic.4y,40,Spain,Lu,Female
44418295,technician,married,high.school,42,Germany,Lazarev,Male
43089521,blue-collar,married,basic.4y,40,Germany,Miller,Male
44417986,management,single,basic.4y,38,Spain,Wentworth-Shields,Male
45849057,job,married,basic.6y,39,Spain,Ritchie,Female
44664046,housemaid,married,basic.4y,41,Germany,Mackenzie,Female
45905681,services,married,basic.6y,39,Spain,Power,Male
45905659,services,married,basic.4y,41,Spain,Tan,Male
45905644,admin.,married,university.degree,45,France,Pendergrass,Female
45880818,services,divorced,university.degree,35,Spain,Evans,Female
39296429,services,married,basic.6y,35,France,Hsia,Male
45249932,admin.,married,high.school,49,Spain,Billson,Female
42123387,blue-collar,married,unknown,36,Spain,Teng,Female
45944104,technician,single,university.degree,23,Germany,Moretti,Male
45149957,services,married,university.degree,43,France,Jordan,Male
45319754,blue-collar,married,professional.course,49,France,Ts'ao,Male
44828661,services,married,professional.course,36,France,Osborne,Male
44417522,blue-collar,married,basic.9y,51,France,Carslaw,Male
45189081,housemaid,married,basic.4y,56,Spain,Ch'ang,Female
44756414,blue-collar,married,high.school,45,Spain,Hung,Male
44743416,retired,married,high.school,42,France,Gordon,Female
44416981,blue-collar,divorced,high.school,41,Spain,Obialo,Female
44416750,blue-collar,married,high.school,32,France,Gray,Male
44416595,blue-collar,married,university.degree,46,France,Lin,Female
45132907,management,married,unknown,37,France,Hopkins,Male
42289296,unemployed,married,university.degree,53,Spain,Dobson,Male
44752789,blue-collar,married,basic.4y,30,Spain,McKay,Female
44752619,retired,married,unknown,45,Spain,Revell,Female
44752544,technician,single,professional.course,24,Germany,Rickards,Female
44752398,admin.,married,unknown,45,Germany,Begum,Female
44971429,technician,single,university.degree,34,France,Onyinyechukwuka,Female
44416518,technician,married,university.degree,41,Spain,Zuyev,Male
42672307,self-employed,married,basic.4y,59,France,Nwankwo,Male
44307723,technician,married,basic.4y,45,France,Hao,Male
45752912,unknown,married,basic.6y,54,Spain,Ma,Female
45288191,admin.,married,professional.course,32,Germany,Okwuadigbo,Female
41954274,technician,married,professional.course,33,France,Mitchell,Male
44669651,blue-collar,married,university.degree,32,France,Chan,Female
45954389,management,single,high.school,34,Spain,Buchi,Male
46005846,job,married,university.degree,46,Spain,Greco,Female
45820255,housemaid,married,professional.course,57,Germany,Lombardi,Female
46039523,services,married,basic.9y,42,Spain,Uchenna,Male
46039522,services,married,professional.course,48,Germany,Coffman,Male
46039516,admin.,divorced,university.degree,58,Germany,Alexandrova,Female
46028357,services,married,high.school,34,Germany,Fallaci,Female
46028313,services,single,university.degree,32,France,Hudson,Female
46028289,admin.,married,basic.9y,48,Spain,Mai,Female
46026615,blue-collar,married,basic.9y,47,France,Stout,Female
44416209,technician,married,high.school,31,France,Burke,Male
46006860,services,single,university.degree,32,France,Chadwick,Male
46005057,blue-collar,single,university.degree,32,France,Lawrence,Male
45981209,services,married,high.school,36,France,Bellucci,Male
44416131,blue-collar,married,basic.4y,53,France,Harper,Male
45978371,housemaid,married,basic.9y,37,France,Boyle,Male
44415900,blue-collar,married,high.school,50,Germany,Duncan,Female
45978369,retired,married,basic.6y,46,France,Moss,Male
44415745,blue-collar,married,high.school,41,France,Avdeyeva,Female
45978368,blue-collar,single,basic.4y,43,France,Crawford,Female
45965792,blue-collar,married,university.degree,51,Spain,Lynton,Male
45965674,management,married,university.degree,38,Germany,Duncan,Male
45965673,unemployed,married,basic.6y,41,Spain,Gether,Female
45965584,blue-collar,married,high.school,39,Spain,Davidson,Male
45965467,retired,married,basic.4y,52,Germany,Larionova,Female
45965466,technician,married,professional.course,37,Spain,Loggia,Male
44415591,admin.,married,basic.9y,41,Spain,Steinhoff,Female
45960132,technician,divorced,university.degree,46,France,Guerra,Male
45947230,technician,married,professional.course,47,Spain,Pai,Female
45947212,self-employed,married,professional.course,35,Germany,Craig,Female
45947207,technician,married,high.school,38,Germany,Lazareva,Male
45947193,unknown,single,unknown,30,Spain,Ch'iu,Female
45947189,admin.,married,basic.9y,46,Spain,Alderete,Male
45947181,technician,married,professional.course,30,France,Kung,Male
45911676,blue-collar,single,basic.4y,35,France,Palermo,Male
45911675,management,married,unknown,58,France,Ts'ai,Male
45911674,job,married,professional.course,40,Spain,Rahman,Female
44415436,housemaid,married,university.degree,34,France,McMillan,Female
44415282,services,single,university.degree,30,Germany,Pickering,Female
45908415,services,married,basic.6y,38,Spain,Mirams,Female
45903656,admin.,single,basic.4y,55,Germany,Tsao,Male
45897176,services,married,university.degree,55,France,Douglas,Male
45897122,services,single,professional.course,45,Spain,Jideofor,Female
45897121,admin.,married,university.degree,36,Spain,Bell,Female
45860637,blue-collar,single,university.degree,32,France,Mairinger,Male
45846032,technician,married,unknown,35,France,McIntyre,Female
45838841,services,divorced,university.degree,55,France,Pagnotto,Female
45802287,blue-collar,married,basic.4y,49,Spain,K'ung,Male
44415050,services,married,high.school,29,France,Feng,Female
45755638,blue-collar,married,basic.4y,34,France,Donaldson,Female
45740997,housemaid,married,high.school,54,Germany,Chambers,Female
45726682,blue-collar,single,professional.course,36,France,Marcelo,Female
45726574,retired,single,university.degree,30,France,Ejimofor,Female
44414818,blue-collar,divorced,university.degree,33,France,Dale,Female
45726575,blue-collar,married,high.school,37,France,Pokrovsky,Male
44414509,blue-collar,married,basic.9y,36,France,Stonebraker,Female
45719181,management,married,high.school,33,France,Liang,Male
45652615,unemployed,married,high.school,32,France,Anderson,Female
45652121,blue-collar,married,high.school,32,France,Christian,Male
45651954,retired,married,basic.4y,50,France,Mao,Male
45651942,technician,married,basic.9y,39,Germany,Campbell,Male
45630519,admin.,divorced,unknown,51,Spain,Ginikanwa,Male
44414200,technician,married,high.school,33,Germany,Toscani,Male
45607766,technician,married,basic.4y,33,Spain,Nnachetam,Male
45607765,self-employed,married,university.degree,56,Germany,Sagese,Female
44413968,technician,divorced,university.degree,39,France,Fleming,Male
44413891,unknown,single,university.degree,33,France,Grubb,Female
45568932,admin.,divorced,basic.4y,59,Germany,Napolitani,Female
45567162,technician,single,unknown,42,Spain,Anenechi,Male
45554998,blue-collar,married,high.school,43,France,Chandler,Male
45539107,management,married,university.degree,35,France,Howells,Male
45539105,job,married,basic.6y,46,France,Akeroyd,Female
45514342,housemaid,married,basic.9y,27,France,Onwumelu,Male
45491493,services,divorced,university.degree,47,France,Wallace,Female
44413582,services,single,university.degree,31,France,Uwaezuoke,Male
45469436,admin.,married,basic.9y,32,Spain,Loyau,Male
45466492,services,married,high.school,54,France,Small,Female
44413273,services,married,university.degree,56,Germany,Bledsoe,Female
45410026,admin.,single,high.school,48,France,Kao,Male
45315486,blue-collar,married,high.school,44,France,Wickens,Male
44412809,technician,married,high.school,46,Spain,Wertheim,Female
45274090,services,married,high.school,45,Spain,He,Male
45274089,blue-collar,married,professional.course,43,France,Jarvis,Female
45274085,services,single,high.school,40,Spain,P'an,Female
45266631,blue-collar,married,university.degree,56,Germany,Repina,Male
45206821,housemaid,married,professional.course,47,Spain,Pugliesi,Female
45206823,blue-collar,divorced,university.degree,39,Spain,Blakey,Female
45206822,retired,married,basic.4y,48,France,Nucci,Male
45206824,blue-collar,married,professional.course,45,Spain,Higinbotham,Male
45171983,blue-collar,married,university.degree,36,Germany,Achebe,Female
45171984,blue-collar,married,professional.course,49,Germany,Russo,Female
45150163,management,married,high.school,46,France,Trevisani,Male
45142723,unemployed,married,basic.9y,38,Spain,Dobie,Male
45142717,blue-collar,married,basic.4y,50,France,Maccallum,Female
45142719,retired,single,high.school,27,Germany,Watkins,Female
45142718,technician,married,professional.course,40,France,Mitchel,Female
45142716,admin.,married,university.degree,46,France,Ferdinand,Female
45142721,technician,divorced,university.degree,40,Germany,Otitodilinna,Male
45121424,technician,single,university.degree,33,France,Mamelu,Male
45086325,self-employed,married,high.school,54,Germany,Beneventi,Male
45086319,technician,married,basic.4y,52,France,Perrodin,Male
44994123,unknown,married,university.degree,53,France,Chinagorom,Female
44412500,admin.,married,high.school,49,France,Napolitano,Male
44412268,technician,married,basic.4y,42,Spain,Edgar,Male
44412191,blue-collar,married,basic.4y,49,Germany,Walker,Female
44967275,management,married,basic.9y,40,Spain,Steele,Male
44871452,job,married,university.degree,59,Germany,Elkins,Male
44859931,housemaid,married,basic.9y,51,France,Hao,Female
44411882,services,married,basic.6y,57,France,Toscano,Male
44688750,services,divorced,basic.9y,38,Spain,Savage,Female
44548885,admin.,married,university.degree,52,Spain,Okwuadigbo,Male
44524426,services,single,basic.9y,26,Germany,Mordvinova,Male
44411650,services,married,university.degree,35,Germany,Welch,Male
43829075,admin.,married,university.degree,51,Germany,Kent,Male
44411495,blue-collar,married,basic.4y,43,France,Campbell,Male
43679504,technician,married,high.school,42,France,Cooper,Female
44411418,services,divorced,university.degree,60,France,Mazzi,Female
42835971,blue-collar,married,basic.9y,36,France,Fisher,Male
44411341,services,married,university.degree,57,Germany,Summers,Male
42525486,blue-collar,single,university.degree,35,Spain,Brady,Male
44411264,housemaid,married,university.degree,30,France,Nicholls,Female
42445043,blue-collar,married,high.school,43,Spain,Yuan,Female
42070399,retired,married,basic.9y,40,France,Robinson,Male
44411186,blue-collar,married,university.degree,45,Germany,Golubov,Female
41144335,blue-collar,married,high.school,56,Spain,Chen,Female
40950140,blue-collar,married,basic.6y,46,France,Oldham,Male
40883967,management,married,basic.4y,41,France,Kambinachi,Female
44411109,unemployed,married,university.degree,42,Spain,Fleming,Female
40103682,blue-collar,married,basic.4y,56,Spain,Cunningham,Female
44410877,retired,married,basic.4y,43,France,Obinna,Male
38664932,technician,married,basic.4y,34,France,Chinwemma,Female
44410723,admin.,married,high.school,38,France,Carpenter,Male
38495992,technician,married,basic.9y,40,France,Yin,Female
31945123,technician,married,high.school,38,France,Olsen,Male
44521882,self-employed,married,university.degree,48,France,Ts'ai,Female
44629981,technician,married,basic.9y,27,France,Jen,Female
45264054,unknown,single,professional.course,24,France,Preston,Female
45263656,admin.,single,unknown,47,France,Ozioma,Male
46038156,technician,married,professional.course,48,France,Cody,Female
45972195,blue-collar,single,high.school,31,Spain,Ponomarev,Male
45972166,management,single,basic.4y,39,Germany,Martin,Male
44410491,job,single,university.degree,41,Germany,Milani,Female
44410414,housemaid,married,basic.4y,49,France,Tang,Male
44410336,services,married,basic.4y,56,Spain,Romani,Male
45230413,services,married,high.school,49,France,McIntyre,Male
45192185,admin.,divorced,university.degree,47,France,Davis,Male
45183644,services,married,unknown,44,France,Onyemauchechukwu,Female
44510615,services,divorced,high.school,48,France,Gell,Female
43927189,admin.,married,basic.4y,55,France,Rossi,Male
45972205,blue-collar,married,basic.4y,59,France,Chiwetelu,Male
45972178,technician,single,professional.course,44,France,Kirillova,Female
44148011,services,married,basic.9y,46,France,Shaw,Male
45813914,blue-collar,divorced,basic.6y,39,France,Smith,Male
44410182,services,married,basic.4y,38,France,Hsieh,Male
45721029,blue-collar,married,high.school,36,Spain,Onyemauchechukwu,Female
28248823,housemaid,single,university.degree,29,Spain,Martin,Male
45208478,blue-collar,single,professional.course,31,Germany,Okwudilichukwu,Male
45076634,retired,divorced,basic.9y,30,France,Onuoha,Male
45038878,blue-collar,married,basic.4y,36,Germany,Muecke,Female
42924971,blue-collar,married,professional.course,60,France,Hsieh,Female
43929882,blue-collar,married,university.degree,36,Germany,Anderson,Male
45909158,management,married,high.school,32,Spain,Azubuike,Female
45744690,unemployed,married,basic.9y,39,France,Nnonso,Male
45530268,blue-collar,married,university.degree,30,Germany,Fuller,Female
45971987,retired,married,basic.4y,39,Spain,Ashley,Female
45743942,technician,married,basic.9y,37,France,Ts'ui,Female
44978259,admin.,married,professional.course,39,France,Buccho,Male
46040676,technician,married,basic.4y,46,France,Chidozie,Female
46035947,technician,married,basic.4y,43,France,Maclean,Female
46033620,self-employed,married,high.school,37,Germany,Burns,Female
46018726,technician,married,university.degree,30,Germany,Chu,Female
46005058,unknown,married,professional.course,38,Germany,Kenenna,Male
45986243,admin.,married,university.degree,31,Spain,Beluchi,Female
45973281,technician,married,university.degree,44,France,Williamson,Female
45968081,blue-collar,married,university.degree,44,Germany,Bobrov,Male
45932708,management,married,unknown,38,Spain,Kerr,Male
45919332,job,single,high.school,30,France,McKenzie,Female
45916648,housemaid,married,basic.4y,37,Germany,Pitts,Female
45912557,services,divorced,unknown,54,France,Standish,Male
45902812,services,married,unknown,41,France,Cartwright,Male
45873065,admin.,married,professional.course,43,France,Johnstone,Male
45851112,services,married,basic.9y,38,Germany,Nikitina,Male
45849584,services,married,basic.4y,41,France,McElroy,Male
45776637,admin.,single,unknown,38,Germany,Shen,Female
45775063,blue-collar,married,basic.9y,33,Spain,Archer,Male
45496671,technician,married,high.school,32,France,Otutodilinna,Male
45451188,services,married,high.school,30,Spain,Shih,Female
45419426,blue-collar,married,basic.6y,43,France,Denisov,Male
45317449,services,married,high.school,30,France,Owens,Female
45235337,blue-collar,divorced,professional.course,36,France,P'eng,Male
45181074,housemaid,married,basic.6y,38,France,Verco,Female
45113560,blue-collar,single,basic.6y,35,Germany,Bergamaschi,Male
45093043,retired,married,university.degree,50,Spain,Lorenzo,Male
44987417,blue-collar,married,basic.9y,38,France,Outtrim,Male
44363909,blue-collar,married,basic.4y,58,Germany,Hou,Male
43371653,blue-collar,married,professional.course,50,Spain,Galkin,Female
42565493,management,single,basic.9y,33,Spain,Pagnotto,Male
42565494,unemployed,single,basic.9y,33,France,Echezonachukwu,Male
42565491,blue-collar,single,university.degree,44,France,Young,Male
41484330,retired,married,high.school,31,Germany,Summers,Female
44410105,technician,married,basic.9y,40,Germany,Munro,Female
45979583,admin.,single,basic.9y,28,France,Brennan,Male
20905974,technician,single,unknown,36,Germany,Ball,Male
45987543,technician,single,high.school,44,France,Virgo,Female
45834929,self-employed,divorced,unknown,38,Germany,Trevisani,Male
45728954,technician,married,basic.9y,33,France,Padovano,Female
45725620,unknown,divorced,basic.6y,39,Germany,Tao,Female
45371719,admin.,single,basic.4y,47,France,Perez,Male
44482284,technician,divorced,high.school,47,Germany,Fraser,Female
43950008,blue-collar,single,professional.course,35,Germany,Alley,Female
45947843,management,divorced,university.degree,42,Spain,Howells,Female
42775714,job,married,high.school,36,France,Cameron,Male
45983005,housemaid,married,basic.6y,35,Spain,Hooper,Female
44629711,services,single,unknown,36,France,Rice,Female
45531249,services,married,university.degree,56,France,Cox,Male
45946496,admin.,single,high.school,26,Germany,Martin,Male
45672267,services,single,university.degree,31,France,Ikenna,Female
44409873,services,single,high.school,57,France,Davide,Female
44409796,admin.,married,high.school,39,Spain,Alexander,Male
45404474,blue-collar,married,high.school,43,Spain,Piazza,Female
46004187,technician,married,university.degree,50,Germany,Ni,Male
45839935,services,single,high.school,52,France,Black,Female
45783389,blue-collar,divorced,basic.9y,39,France,Harker,Male
45632203,services,single,unknown,44,France,Hughes,Male
45597735,blue-collar,married,basic.4y,36,Germany,Chiabuotu,Female
45597733,housemaid,married,high.school,54,Spain,Kuo,Male
45565162,blue-collar,single,basic.9y,27,France,Gallagher,Female
45481328,retired,single,university.degree,31,Germany,Calabresi,Male
45479494,blue-collar,married,university.degree,31,France,Shaw,Female
44989855,blue-collar,married,basic.6y,28,Spain,Zhirov,Male
44869214,blue-collar,single,university.degree,31,Spain,Lloyd,Female
44827365,management,divorced,high.school,30,Spain,Palmer,Male
44812621,unemployed,married,professional.course,52,Germany,Ch'eng,Male
44476321,blue-collar,divorced,professional.course,37,France,Avent,Female
35557303,retired,married,university.degree,30,Spain,Huang,Male
46017432,technician,married,basic.9y,45,Germany,Shaw,Female
46017439,admin.,married,university.degree,54,France,Yuan,Female
46017425,technician,married,basic.9y,49,France,Hawkins,Female
45875587,technician,married,high.school,44,Spain,Trentini,Female
45247674,self-employed,single,basic.9y,28,Germany,Cameron,Female
44734282,technician,married,high.school,53,Germany,Koehler,Male
45562020,unknown,married,basic.9y,45,France,Wu,Female
45907353,admin.,married,basic.9y,45,France,Manna,Male
45675487,technician,married,high.school,51,Spain,Okoli,Female
44409409,blue-collar,married,basic.9y,41,Germany,Ch'eng,Female
45463453,management,married,professional.course,43,Spain,Nwokezuike,Female
44967336,job,single,university.degree,31,France,Artemiev,Male
44759438,housemaid,single,unknown,39,Germany,Esposito,Male
44759434,services,married,professional.course,38,France,Abbie,Female
44759410,services,married,basic.9y,50,Germany,Fanucci,Male
44409255,admin.,single,university.degree,53,Spain,Jen,Female
44409177,services,divorced,high.school,44,France,Moss,Male
44759406,services,married,basic.9y,53,France,Lo,Male
44759435,admin.,single,high.school,24,Germany,Averyanov,Male
44759409,blue-collar,single,high.school,34,France,Unaipon,Female
44409023,technician,married,professional.course,40,Spain,Clamp,Male
44408946,services,divorced,university.degree,57,France,Lim,Male
44759416,blue-collar,married,basic.4y,43,Germany,Wu,Male
44485498,services,married,basic.6y,31,Germany,Wan,Female
44408791,blue-collar,married,basic.6y,31,Germany,Chambers,Female
46014084,housemaid,married,basic.6y,31,France,Pettit,Female
44408714,blue-collar,married,basic.4y,45,France,Baresi,Female
46014085,retired,married,university.degree,38,Spain,Newbery,Male
44408482,blue-collar,married,university.degree,41,Germany,Iheanacho,Female
46014033,blue-collar,married,professional.course,47,Spain,Duncan,Male
44408328,blue-collar,married,basic.6y,42,Spain,Barry,Male
46010646,management,single,unknown,35,France,Landry,Male
45881792,unemployed,married,university.degree,40,France,McGregor,Male
45881712,blue-collar,married,basic.6y,42,France,Nucci,Female
45846786,retired,married,professional.course,34,France,Pirogov,Male
45554219,technician,single,university.degree,48,France,Oguejiofor,Male
45362806,admin.,married,unknown,35,France,Ugochukwu,Male
45039842,technician,married,high.school,33,Germany,Rohu,Female
44960882,technician,married,professional.course,37,France,Cary,Male
44908539,self-employed,married,professional.course,43,France,O'Loghlen,Female
44908509,technician,single,unknown,42,Germany,Quinn,Male
44442743,unknown,divorced,university.degree,46,France,Page,Male
44377093,admin.,single,basic.9y,37,France,Evans,Female
44215125,technician,married,high.school,40,Germany,McGregor,Female
43900233,blue-collar,married,high.school,40,France,Andrews,Female
41706705,management,divorced,high.school,59,France,Stanley,Male
39200207,job,single,university.degree,43,France,Chiazagomekpere,Female
38936831,housemaid,married,basic.6y,44,France,Chidiebele,Female
38343723,services,married,basic.4y,44,Germany,Gregory,Female
38343725,services,married,university.degree,41,Spain,Bednall,Female
44519341,admin.,single,basic.9y,28,France,Jen,Female
44407864,services,married,high.school,48,France,She,Female
44407941,services,single,high.school,31,France,Simmons,Female
44407787,admin.,married,basic.9y,27,France,Fraser,Female
44407709,blue-collar,single,university.degree,43,France,May,Male
45963904,technician,married,basic.4y,47,France,Seabrook,Female
43735554,services,divorced,unknown,40,France,Herrera,Male
45642587,blue-collar,married,high.school,43,France,Kincaid,Male
22511825,services,married,professional.course,29,Spain,Sleeman,Male
21938817,blue-collar,married,university.degree,54,France,Hung,Male
44407323,housemaid,married,professional.course,36,Germany,Artemieva,Male
44407555,blue-collar,single,university.degree,30,France,Barwell,Female
45961145,retired,single,unknown,38,Spain,Wright,Male
45946630,blue-collar,married,basic.6y,39,Germany,Bellucci,Male
45946566,blue-collar,married,basic.9y,33,France,Moore,Male
45946386,blue-collar,single,high.school,39,France,Ball,Female
45946366,management,single,professional.course,38,Germany,Sung,Female
45946330,unemployed,married,high.school,44,Germany,Mello,Male
45946324,blue-collar,married,basic.9y,33,France,Mistry,Male
45946292,retired,married,basic.6y,37,France,T'ien,Female
45923186,technician,married,basic.6y,32,France,Fallaci,Female
45258299,admin.,married,professional.course,46,Germany,Hill,Male
45258295,technician,divorced,professional.course,34,Germany,Burns,Male
45258291,technician,married,basic.4y,52,France,Hunter,Male
45258288,self-employed,married,basic.6y,46,France,Li,Female
43940810,technician,divorced,university.degree,57,France,Ku,Male
35706095,unknown,married,basic.4y,52,France,Ch'en,Male
35438435,admin.,single,professional.course,32,France,Chukwukadibia,Female
46036925,technician,single,basic.9y,31,France,Zikoranachidimma,Male
45981602,blue-collar,divorced,basic.9y,46,France,Oluchukwu,Female
45866516,management,divorced,high.school,59,Spain,Rivera,Male
45894691,job,married,unknown,38,Spain,Niu,Male
44406937,housemaid,divorced,basic.6y,42,France,Bennett,Male
44392693,services,married,basic.4y,40,Spain,Wollstonecraft,Female
39264543,services,married,professional.course,46,Spain,Thomsen,Female
45011582,admin.,single,high.school,35,Germany,Palermo,Male
44752726,services,married,basic.9y,28,France,Chinwendu,Male
44406241,services,married,high.school,47,France,McKenzie,Male
44405623,admin.,married,basic.4y,35,France,James,Male
45983777,blue-collar,married,basic.9y,48,France,Lamb,Female
45863122,technician,married,basic.6y,40,Spain,Olejuru,Male
45563892,services,single,high.school,32,Spain,Hay,Male
44482621,blue-collar,divorced,basic.4y,59,France,Lu,Male
43970972,services,married,basic.9y,48,Spain,Chiawuotu,Male
42974623,blue-collar,married,basic.9y,45,France,Yeates,Male
44405082,housemaid,single,basic.6y,49,Germany,Gallagher,Female
44404850,blue-collar,married,university.degree,51,France,Heath,Female
42087443,retired,single,university.degree,38,Germany,Ts'ai,Female
45971387,blue-collar,married,high.school,53,Spain,Thurgood,Male
44662491,blue-collar,married,basic.9y,49,Germany,Pai,Male
42679887,blue-collar,married,basic.9y,31,Germany,Lorenzo,Male
45960926,management,married,high.school,36,France,Knupp,Female
45960901,unemployed,married,basic.4y,54,Spain,Baryshnikov,Male
45960816,blue-collar,single,high.school,29,Germany,Azubuike,Male
44404387,retired,married,basic.6y,31,Germany,Shephard,Female
46006040,technician,married,high.school,35,Spain,Scott,Male
45979521,admin.,married,basic.9y,38,Spain,Williamson,Male
45872052,technician,married,high.school,54,France,Avdeeva,Female
45844372,technician,married,basic.9y,48,France,Tang,Male
45844318,self-employed,divorced,university.degree,48,Germany,Hsu,Female
45831501,technician,single,university.degree,32,France,Buchanan,Female
45805155,unknown,married,professional.course,34,France,Yeh,Female
45739600,admin.,single,university.degree,49,Spain,Palazzi,Male
45686465,technician,married,basic.9y,44,France,Y?an,Female
45657252,blue-collar,divorced,high.school,42,France,Lin,Female
45153653,management,married,basic.4y,55,Germany,Schofield,Female
44556789,job,divorced,high.school,42,France,Lombardi,Male
46039420,housemaid,married,university.degree,44,Spain,Wall,Female
45980935,services,married,basic.9y,51,Spain,Milani,Female
46011582,services,married,basic.4y,43,France,Ejimofor,Female
46010574,admin.,married,high.school,52,France,Blackburn,Male
45968186,services,single,basic.6y,45,France,Wickham,Female
43284268,services,divorced,high.school,41,France,Bird,Female
45889372,admin.,divorced,unknown,35,Germany,Ch'en,Male
46033430,blue-collar,divorced,high.school,41,Germany,Wood,Female
46022028,technician,married,basic.9y,46,Spain,Brizendine,Male
45966071,services,divorced,basic.9y,36,Spain,Ch'in,Female
45965776,blue-collar,married,professional.course,29,France,Yusupov,Female
44836006,services,married,unknown,47,Spain,Jibunoh,Female
43175830,blue-collar,married,basic.4y,43,Spain,Ts'ui,Female
43082511,housemaid,single,basic.9y,38,Spain,Ndukaku,Male
40030410,blue-collar,married,basic.4y,44,France,Wilder,Female
45768812,retired,married,high.school,29,Germany,Maclean,Female
44877201,blue-collar,married,unknown,58,Spain,Ch'iu,Male
45664840,blue-collar,married,professional.course,48,Spain,Cox,Male
45971272,blue-collar,married,basic.9y,46,Spain,Nepean,Male
45971249,management,married,basic.4y,31,Germany,McNess,Female
45928986,unemployed,married,unknown,47,France,Coles,Female
45927764,blue-collar,married,university.degree,44,France,Benson,Female
45892828,retired,married,basic.4y,31,Spain,Gilbert,Female
45892707,technician,divorced,professional.course,38,France,Wilhelm,Male
45881394,admin.,married,university.degree,33,Germany,Sinclair,Male
45881350,technician,married,basic.9y,53,France,L?,Female
45881324,technician,single,unknown,33,France,Buckner,Male
45827827,self-employed,married,basic.9y,33,Germany,Padovesi,Male
45827718,technician,divorced,university.degree,37,Spain,Gray,Female
45506975,unknown,married,basic.9y,55,France,Lu,Male
45501200,admin.,single,basic.6y,41,Spain,Wright,Female
45249300,technician,married,basic.6y,46,France,Palerma,Female
45244237,blue-collar,divorced,university.degree,32,France,Y?an,Female
45182945,management,married,high.school,48,France,Wei,Female
44968255,job,married,basic.4y,34,France,Padovesi,Female
